cycle_number,rul,voltage,current,capacity,charge_capacity
1,1687,3.32036784409257,-0.005344076735688003,0.27860512022262773,1.0371679442844128
2,1686,3.306195796178344,-0.012106495541401429,0.29138483948690685,0.9965181426188991
3,1685,3.3011139945652177,-0.009421293478261044,0.3107867726336046,1.0198885518602852
4,1684,3.3009327445652175,-0.009868550271739236,0.3107826632435079,1.0193577520961699
5,1683,3.302727891156462,-0.006846687074829831,0.3095906803325771,1.0191910676821656
6,1682,3.3026847619047612,-0.007457327891156762,0.3095938039720328,1.0188211052275162
7,1681,3.3032687500000004,-0.007400980978260918,0.3091687996301324,1.0190403870455966
8,1680,3.30346902173913,-0.008051009510869803,0.30916464638058533,1.0186619264489019
9,1679,3.3035707880434786,-0.008053672554347982,0.30924599205917835,1.0186638289413532
10,1678,3.303558559782609,-0.00860846467391318,0.30916639228185316,1.0183467874815109
11,1677,3.303974084124831,-0.008610767978290676,0.3087435844451978,1.0185301992375282
12,1676,3.303272554347826,-0.009241668478261042,0.30915975241545846,1.0179720271437238
13,1675,3.3033179104477615,-0.00917547896879259,0.3087375597127991,1.0181809307319494
14,1674,3.3031666214382636,-0.009218006784260694,0.30874408374038875,1.018180797139684
15,1673,3.303122930800543,-0.00922317639077349,0.3087411072214679,1.0181778885229187
16,1672,3.303293894165536,-0.00980215875169609,0.3087365855495247,1.0178072335036983
17,1671,3.303263907734057,-0.00976900271370449,0.30885259602743814,1.0178277383600978
18,1670,3.305259375,-0.006864081521739282,0.307547436609299,1.0175968852034305
19,1669,3.305241168478261,-0.007439926630435052,0.3075478282080309,1.0172634214356915
20,1668,3.305111820652174,-0.007430281250000062,0.30755307178819413,1.0172809271701422
21,1667,3.3056888738127546,-0.007416069199457413,0.3071408327114424,1.0174586332391122
22,1666,3.305102989130435,-0.00805798641304371,0.3075498257208631,1.0169004291330808
23,1665,3.3047664402173917,-0.008029888586956486,0.3075409148022338,1.016905779861115
24,1664,3.3051073270013567,-0.008048905020353119,0.30713960843886595,1.0170870871012394
25,1663,3.3047266304347827,-0.008049728260869948,0.3075486105110201,1.016905882714376
26,1662,3.3045184782608694,-0.008603273097826202,0.3075450085635564,1.0165507249124426
27,1661,3.3050671641791043,-0.00853023473541386,0.30757198140735675,1.0167498398714792
28,1660,3.3049934871099054,-0.008605388059701503,0.3071150267639073,1.016706265123251
29,1659,3.305064043419267,-0.008621126187245509,0.3071059761194027,1.0166850189778418
30,1658,3.3050270013568523,-0.008648732700135936,0.3071164937434039,1.0166928738127579
31,1657,3.3050542740841253,-0.008666215739484163,0.3071117413236843,1.0164683936544576
32,1656,3.304864314789688,-0.009212123473541299,0.3071136487562185,1.0163500035176414
33,1655,3.304566757123474,-0.009226036635006896,0.3071085560342224,1.0163294168856503
34,1654,3.3044972862957938,-0.009211719131614664,0.3071125368536104,1.01633608880258
