cycle_number,rul,voltage,current,capacity,charge_capacity
1,1860,3.310993880208333,0.03340826302083292,0.30563091076750526,1.0490575875271293
2,1859,3.295280334728034,-0.00965895397489574,0.32496704133348786,1.0111778939872944
3,1858,3.2965759776536316,-0.012686905027933031,0.32542312226101744,1.009255801097924
4,1857,3.2988717663421414,-0.01142266481223938,0.3240680014178637,1.0105730630509233
5,1856,3.299428215767635,-0.013161351313969774,0.32391881106116427,1.0121414714999288
6,1855,3.29961416781293,-0.014269662998624673,0.3237622451054555,1.0140414604783798
7,1854,3.3015613698630135,-0.012415998630137114,0.3224357138584468,1.0157045976952126
8,1853,3.301262210095498,-0.014175706684856794,0.3229240481241467,1.0170305831715218
9,1852,3.3029889945652173,-0.012345050271739141,0.32142291471542805,1.0186751075109488
10,1851,3.3025966170500682,-0.014075745602165382,0.3217344445797618,1.0200096346470506
11,1850,3.303711320754717,-0.012188766846361249,0.320429616224917,1.0216816510070417
12,1849,3.3049006729475097,-0.011665092866756335,0.3200019081875274,1.0221922806935146
13,1848,3.3042010723860593,-0.013317526809651824,0.3203134702077742,1.023548024617223
14,1847,3.305161631016043,-0.012184907754011057,0.31945872904783057,1.0245946891429054
15,1846,3.3065589333333336,-0.011464157333333485,0.3186036463111105,1.025387082849265
16,1845,3.3066524633821577,-0.01030870572569941,0.3181843488496814,1.0262960007264443
17,1844,3.3061424403183026,-0.012575432360742931,0.3185099488653104,1.027257428590118
18,1843,3.3065981456953644,-0.012019067549668997,0.31808711419058067,1.0277782561405489
19,1842,3.3071472222222225,-0.011396694444444756,0.31766455258303883,1.0283534410842936
20,1841,3.308182849604222,-0.010747998680739206,0.316829730669158,1.029112063471128
21,1840,3.3084357048748356,-0.010214455862977968,0.31640948930244417,1.0296185236477138
22,1839,3.3086731225296444,-0.010263851119894874,0.3165355561045229,1.029607975122607
23,1838,3.309550197109067,-0.00959875689881768,0.31558295897941246,1.0301134136498078
24,1837,3.308156299212598,-0.012492637795275797,0.3169397230169141,1.030589461689638
25,1836,3.3079667103538664,-0.011863589777195429,0.3163300386304058,1.0311531921115542
26,1835,3.3086232984293193,-0.011812301047120527,0.31591114778577606,1.0313496772527688
27,1834,3.3092139869281048,-0.01183267450980411,0.31549616362745053,1.031502205420847
28,1833,3.309695822454308,-0.011204569190600729,0.31509139068392744,1.0320865433957116
29,1832,3.3100485006518907,-0.010588087353325002,0.3146644393198603,1.032610751274812
30,1831,3.310147066492829,-0.01066657366362459,0.31466461541358776,1.0325682571382055
31,1830,3.31043828125,-0.010112563802083585,0.3141360609881358,1.033064608904808
32,1829,3.31056171875,-0.01012718619791686,0.3149692053313071,1.0330652212004523
33,1828,3.3108234070221068,-0.009542026007802597,0.3138445085572885,1.033604997295553
34,1827,3.3112001298701297,-0.009483348051948233,0.31343409647546805,1.0338120266994975
35,1826,3.3113254545454547,-0.009514227272727448,0.3134335050360742,1.0338003004722256
36,1825,3.3117635538262,-0.00944864980544758,0.3130294233390973,1.034019152848037
37,1824,3.3100773316062178,-0.012295891191710016,0.31418218435880774,1.0342160286280255
38,1823,3.310396895213455,-0.011727626131953484,0.3137765876275686,1.0347427269660094
39,1822,3.3104075032341527,-0.011739435963777585,0.3137786510564893,1.0347401336064428
40,1821,3.3104481241914625,-0.011733875808538323,0.3137772656461112,1.034744604265131
41,1820,3.3104708926261317,-0.011731855109961305,0.31376969875305377,1.0347467271169346
42,1819,3.3109489664082687,-0.01169826227390176,0.31336702192793503,1.034930842552759
43,1818,3.310750258397933,-0.011183726098191217,0.3133666366996835,1.0352643932694552
44,1817,3.311014987080103,-0.011738844961240176,0.3133668628840073,1.0349185890615153
45,1816,3.310804134366925,-0.011250210594315278,0.313368837456933,1.035232336550749
46,1815,3.3110790967741934,-0.011148952258064539,0.312962454698924,1.0354602104763477
47,1814,3.3109558709677414,-0.011216894193548503,0.3129613626344077,1.035418950200361
48,1813,3.3111446451612903,-0.01176569419354843,0.3129622432437268,1.0350767652928337
49,1812,3.3111836129032257,-0.011794529032258212,0.31296183389605636,1.0350577387419384
50,1811,3.3110088917525773,-0.011139895618556502,0.312559754889747,1.0356267989282681
51,1810,3.3112913659793817,-0.01177044201030945,0.31255706118628196,1.0352337816226396
52,1809,3.3112943298969073,-0.011789341494845576,0.3125606283147184,1.0352299729614145
53,1808,3.311675032175032,-0.011696588159588477,0.3121560085943078,1.0354482014357242
54,1807,3.3116916344916345,-0.01173348005147999,0.31215608094880515,1.0354322140322487
55,1806,3.3117172458172464,-0.011708555984555934,0.3121551540504782,1.0354604352166474
56,1805,3.3121314910025705,-0.011675311053984727,0.31175086717009354,1.0356354975421345
57,1804,3.3116791505791507,-0.011772525096525365,0.31215304388316806,1.0354099626161903
58,1803,3.3120124678663236,-0.011673987146529695,0.3118707303306189,1.0356282025321384
59,1802,3.312035989717224,-0.011579284061696829,0.311750859386603,1.0356728615227817
60,1801,3.3121721079691513,-0.011694259640102775,0.3117470604220215,1.0356118319969334
61,1800,3.312524646983313,-0.011609070603337716,0.31146458413207734,1.0358348668182165
62,1799,3.3124744544287545,-0.011626975609756236,0.31134634130295163,1.0358147895981338
63,1798,3.3141841902313627,-0.008839773778920009,0.3102014354862889,1.0356157016141843
64,1797,3.3139006435006433,-0.009465989703989779,0.31059909519161955,1.035042322283
65,1796,3.314282776349614,-0.009333508997429492,0.3101986973650378,1.0352778821504598
66,1795,3.3142426735218513,-0.009398764781490973,0.3101980032919159,1.0352328813671108
