cycle_number,rul,voltage,current,capacity,charge_capacity
1,1928,3.317240000000001,0.03322312949640281,0.2736205543485212,1.0310196902438102
2,1927,3.298864560862866,-0.007502093990755074,0.2911789527050161,0.9975159064218482
3,1926,3.29803287037037,-0.01201895370370385,0.29182797365397795,0.9951321246785038
4,1925,3.3010901386748843,-0.012685620955316088,0.29118217521828443,0.9950791548938592
5,1924,3.301471669218989,-0.013382505359877882,0.29122019645227143,0.9973698636974692
6,1923,3.3036791158536585,-0.011362475609756334,0.28989081137787925,0.9990745509866239
7,1922,3.303575303030303,-0.013202543939394218,0.28993991014309756,1.0007923108745824
8,1921,3.305155287009063,-0.011945539274924697,0.2890664685213157,1.0018974648938461
9,1920,3.305326315789474,-0.013863326315789638,0.2895617653759397,1.0033333246345078
10,1919,3.305312107623319,-0.014426484304932995,0.28962273878923755,1.0056515650141218
11,1918,3.3069441964285717,-0.01235807440476205,0.2883304330687829,1.0073652223483032
12,1917,3.3078182492581605,-0.010370574183976473,0.28747651037751387,1.0088437802077201
13,1916,3.3076048744460858,-0.01287428508124085,0.28797677289512535,1.0099403730153516
14,1915,3.3082163475699553,-0.011581432989691037,0.28712947379315973,1.0110560628857872
15,1914,3.3089195588235296,-0.01102666029411774,0.2867091050816992,1.0115854666585034
16,1913,3.309486049926579,-0.010322439060205591,0.28628852721080095,1.0121800188366836
17,1912,3.3100973645680827,-0.009594224011713396,0.28570824915405874,1.0130013590186338
18,1911,3.3092446715328463,-0.012791472992700892,0.2863741457380371,1.0135068815815147
19,1910,3.3098737609329447,-0.01213450145772589,0.2859566371193714,1.0140736902433654
20,1909,3.3102106259097526,-0.011526506550218222,0.28554317375060634,1.0146169067180222
21,1908,3.310659156976744,-0.010771978197674555,0.2851280366279068,1.015246247070823
22,1907,3.31127358490566,-0.010769863570391865,0.2847162425092726,1.015464431660221
23,1906,3.3119852173913045,-0.01011499275362314,0.28430245120772935,1.0160298032105528
24,1905,3.311941739130435,-0.009535608695652158,0.2843725234380031,1.01633811494767
