cycle_number,rul,voltage,current,capacity,charge_capacity
6,740,3.8189987061453645,-0.0324220647779854,0.3582956133926111,0.9992487524543594
7,739,3.8232102898356852,-0.030950490125421257,0.35621988655741543,0.9987256179980973
8,738,3.8207132860466286,-0.03241812802894077,0.3568653614882163,0.995130959401366
9,737,3.825396410493635,-0.033805678326996796,0.3590184392698318,0.9946996654482351
10,736,3.824279028542188,-0.02963588306702892,0.3568449868578916,1.0005189351518522
11,735,3.8188607501394953,-0.03265965750644922,0.3568480813785828,0.9942147510709034
12,734,3.822501694787409,-0.031450807580636744,0.3547503593337435,0.9929442482626791
13,733,3.8214784466530665,-0.03269784662807971,0.35548082526910674,0.9911149915193358
14,732,3.8246480576262987,-0.035558865816169564,0.3583126728028819,0.9895731681969823
15,731,3.8245029703515474,-0.030039465139079916,0.35539825000095027,0.9953817048249165
16,730,3.8181548570849233,-0.03161622959248525,0.354703877053412,0.9923002229371732
17,729,3.8228339263512385,-0.032733374186657435,0.3540928534835178,0.9863661722395541
18,728,3.8222435787010984,-0.03275646245670051,0.3540511457491789,0.9857944804432086
19,727,3.823645577420853,-0.03437813956533437,0.3561492464811691,0.9871356134418583
20,726,3.8221340238312145,-0.03292076049487292,0.3567865642888709,0.9894724931572213
21,725,3.8229407706055065,-0.03172003281770324,0.35604834587628437,0.991700315650982
22,724,3.823171735298438,-0.030316418082024864,0.35532633791035584,0.9939256117608127
23,723,3.823530358857796,-0.030263086738681312,0.35533182048748185,0.9936617390727394
24,722,3.823188337146259,-0.030487813104150892,0.3553154208140323,0.9919400031723102
25,721,3.8229834623024113,-0.0303771039057732,0.35533164876269124,0.9924997924637723
26,720,3.82307111581818,-0.030614703688562988,0.3553050847881466,0.9918592942326193
27,719,3.822908406863447,-0.030567257316507775,0.35529494550011936,0.9914900229466861
28,718,3.8230173270233343,-0.030458388435214208,0.35529933174129974,0.991548807982462
32,717,3.8189222009713983,-0.030289994640043005,0.3525242399860637,0.988208513211681
33,716,3.822770524173665,-0.03211390728675741,0.3519073059674838,0.9823036447778081
34,715,3.8218466520309446,-0.03354023982410581,0.352624773869078,0.980134367785239
35,714,3.823914952188916,-0.03477970224934903,0.3546873705982365,0.9817076944797506
36,713,3.8248636678230663,-0.030809539206138877,0.35254358568053407,0.9848218034741242
37,712,3.8181567815329522,-0.030876703016859425,0.35112557123357846,0.981930118083191
38,711,3.8222573252402587,-0.033400855160115685,0.35123737336074073,0.9780985944064726
39,710,3.822363099792512,-0.033425262210973215,0.3512066524392229,0.9759732272786551
40,709,3.822652384732113,-0.03515838508662259,0.35329341726949537,0.9776200615859619
41,708,3.8236063232579833,-0.03242460264231167,0.35328435991345114,0.9827340928028883
42,707,3.820242472844907,-0.029744770874303432,0.34911077809171936,0.979477398059636
43,706,3.8206977599321923,-0.03532990452267139,0.351979089921746,0.973062193941032
44,705,3.8209800605254105,-0.034258256065005155,0.35197639379604045,0.972617821387073
45,704,3.82237630130864,-0.03426406329138544,0.3499163330020481,0.9718002393821111
46,703,3.8245160231987634,-0.03402261007652972,0.3526319363483816,0.9761085066676995
47,702,3.8229722037911413,-0.031451850258902896,0.3498290049491376,0.9765958599657792
48,701,3.8229358326214165,-0.032783238430418644,0.3491700777295875,0.97460578171341
49,700,3.822481483972373,-0.03421391147954835,0.34988047669152944,0.9714278991293601
51,699,3.8263962847418367,-0.033821786167098855,0.35125522063125475,0.9739810292025196
52,698,3.8242905169725416,-0.031469050944542686,0.3497834037924686,0.9773050657514939
59,697,3.8203981232593143,-0.03507704443180035,0.35199473260384373,0.9763784877054777
60,696,3.821706100487809,-0.03351875933673365,0.3512742359725218,0.9777634727153145
61,695,3.8195285626820157,-0.03378292280849717,0.3498483497859964,0.9746349234956273
62,694,3.820461413232904,-0.03544089654852685,0.3505719266001549,0.9715879327569473
63,693,3.8224258463090983,-0.033772885252329625,0.34851663305322095,0.9723480458003178
64,692,3.820949365926343,-0.03534754210253995,0.34919535235058574,0.9702781286892822
65,691,3.822654888096741,-0.033444587479438584,0.3484645011132082,0.9702165831584122
66,690,3.819544044155903,-0.035190062226212473,0.349179773762934,0.9676178891368477
67,689,3.8224949330534397,-0.03527434863009977,0.34782567237213197,0.9662277440480406
