cycle_number,rul,voltage,current,capacity,charge_capacity
6,449,3.833326981691067,-0.022396822367514113,0.29706113521245714,0.8484684792459347
7,448,3.8332145328293303,-0.022338953068198268,0.29709980186243995,0.8467719826667391
8,447,3.8316905636787415,-0.023481588556664063,0.29767381447704366,0.8453779541067015
9,446,3.8362051379418896,-0.022356313407098587,0.2973933970259218,0.8456963744847555
10,445,3.834358983780758,-0.02140625708551421,0.2969843824049306,0.8469223299174189
11,444,3.8360329035989302,-0.020454944865608463,0.2954039217031638,0.846125015001359
12,443,3.8364196944521716,-0.01927224527191059,0.2949591352296185,0.8461258539594836
13,442,3.836083341879674,-0.019400025691245257,0.29497253109717897,0.845815131158286
14,441,3.835689899930916,-0.019346603541287123,0.294990426162943,0.8454465555733877
15,440,3.8347956249100004,-0.020546089044419822,0.295602727320638,0.8446640830273772
17,439,3.8365411138534546,-0.019529907031101176,0.2939937666133426,0.8436664964333624
18,438,3.836360445022583,-0.019554913390544243,0.29402590257498246,0.8431647047347859
19,437,3.8359709405899047,-0.019536792665021493,0.29402711001362763,0.842686916670509
20,436,3.8357271294593813,-0.01946068752242718,0.294056874537937,0.8422528598734982
21,435,3.8327049988819413,-0.019561134351709163,0.2924491571991162,0.8396935195411286
22,434,3.8343085935038905,-0.021373592995880774,0.29337766520152075,0.8361052856036995
23,433,3.8356489121672595,-0.021433811466990093,0.29220987308344115,0.8340473670977807
24,432,3.835730426935347,-0.022603699080877452,0.29270667048554583,0.8328413110031766
25,431,3.8361604112974357,-0.02046772741039904,0.29323869799915414,0.8363523533738759
26,430,3.833884604515568,-0.019360629404189006,0.2914599243479865,0.8362832583264416
27,429,3.8356951334612157,-0.021494151406345995,0.29101404567891487,0.8311446518875579
28,428,3.836055762399503,-0.02137887400572143,0.29104149610083985,0.830185728791081
29,427,3.8359948881273347,-0.021475736563599374,0.29095500289668397,0.8297651688933462
30,426,3.83677028935365,-0.02042239797348627,0.2920041925897525,0.8327493993402678
31,425,3.8354945477203803,-0.01942003393679601,0.2904191233607582,0.8332117227814062
32,424,3.8346411973480286,-0.021395815934013854,0.2909831016791946,0.8291381559517104
33,423,3.836351623827097,-0.02146105398732827,0.2900083807393116,0.8275376822336762
34,422,3.8355031864983693,-0.02131424232823204,0.28987052717637635,0.8269424003539556
35,421,3.837941188153213,-0.021642208064819226,0.29138296100655864,0.8288931283653314
36,420,3.837832276898671,-0.019388952273809223,0.289334562206679,0.8301078240857896
37,419,3.8348305137789978,-0.02150284209376562,0.28990658845140116,0.8270229648227725
38,418,3.8352702680899173,-0.02126394939354659,0.2899483985686159,0.8256007959984052
39,417,3.8368609951073895,-0.0204257365376979,0.2881969896318834,0.824776233146123
41,416,3.8370843827117485,-0.020683439062835266,0.2898255020972121,0.8276313177182522
42,415,3.833261332872699,-0.020569141144156724,0.2882711507582688,0.8252198974873424
43,414,3.835975813572524,-0.021629308970927998,0.2887686376696304,0.8227083191723816
44,413,3.834911140328315,-0.02285977820096082,0.28930479952230864,0.8218099075802499
45,412,3.8369505630626324,-0.022671132942446978,0.28934163584557615,0.8213142006933064
46,411,3.837556550839196,-0.0206484399636058,0.288653183647399,0.8243008780173913
47,410,3.8380508130910447,-0.01951477980770988,0.2881517586457505,0.8251535528647377
48,409,3.8378258213704948,-0.019673055618150845,0.2882429649212645,0.8254241653295089
49,408,3.8379929892870845,-0.01973037441387031,0.2883173276686326,0.8255504218536276
50,407,3.838054742929649,-0.01855439251554796,0.2878657623546581,0.8261696336564016
51,406,3.838156956519226,-0.018593880809241785,0.287873584592193,0.8260503050072517
52,405,3.837853287970704,-0.018828602224555676,0.287955230999663,0.8257488237313745
57,404,3.8350049573547986,-0.0214825019701289,0.2900790351029449,0.8271430230960148
58,403,3.8342909988091916,-0.02146216295766454,0.29001758794655363,0.8263059446931345
59,402,3.835415760349689,-0.02250816386006103,0.2891102160828652,0.8226336806424037
60,401,3.8356915082110734,-0.02141691711597664,0.28869626129118553,0.8230823003527342
61,400,3.8339463599915367,-0.021449223292130143,0.28739049396227395,0.820801435794961
62,399,3.8354456700000568,-0.02255400368360534,0.2879594170919985,0.8189206841573834
63,398,3.834910598243635,-0.022484511294469392,0.2879869387918827,0.8183046032405724
64,397,3.83320896881671,-0.02360868832774264,0.28838812758861665,0.8169422706256286
65,396,3.8351525921182534,-0.02246022617405991,0.2880052566196524,0.8173154176694448
66,395,3.835211851380088,-0.021437992886491005,0.2862718340763289,0.8167553557909363
67,394,3.834836381599616,-0.023721033823676407,0.2873137794307078,0.8144597381553547
68,393,3.8345418129719144,-0.023688703346577245,0.2873274890329951,0.8140465426665081
69,392,3.833155003326068,-0.0238217860513417,0.287217243071419,0.8137225682953152
70,391,3.8367658671268745,-0.0221920086457904,0.2862126760954608,0.8146384398158798
71,390,3.834975404522187,-0.022573585546993426,0.2868246803893661,0.8140650161415891
