cycle_number,rul,voltage,current,capacity,charge_capacity
463,829,3.8226804471483415,-0.023386294202532108,0.3636791497231857,0.9644647220602564
464,828,3.824107240228092,-0.022574766516667226,0.3636707506537497,0.9632926655031542
465,827,3.8231815242020817,-0.022182812469094672,0.3629719313802175,0.9661621877591524
466,826,3.8360019588470458,-0.013084311841244234,0.3508504783089045,0.9712383260413353
467,825,3.823204039127626,-0.0214774613966368,0.36295195185933743,0.9628760439512365
468,824,3.8242441343183837,-0.0222032200212294,0.3618781891963549,0.9624868492047066
469,823,3.824579554445603,-0.020523720055215938,0.3610665966034375,0.9616209480152342
470,822,3.8237025905073736,-0.01682938933371363,0.36147752345451445,0.965370533503617
471,821,3.8239970277337467,-0.022817871801374828,0.3636640661747586,0.9621433766848702
472,820,3.8276733930008886,-0.014618868988047169,0.35833983310312995,0.9645493807873057
473,819,3.8244516460740963,-0.02163544927284804,0.36184359860653675,0.9625423307077571
474,818,3.823272501321579,-0.02233402610460044,0.36186092226881444,0.9638029366560715
475,817,3.8244691475903823,-0.021546005289272033,0.3618498255340647,0.9629742638037129
476,816,3.8262455257714962,-0.020738245836600624,0.36115646895644693,0.9623355342657595
477,815,4.130176391009064,0.38294702136157693,0.06852235418482691,1.1005951749492437
478,814,3.823211528740677,-0.020871618572353184,0.3611145172498775,0.9634243331761834
479,813,3.8247907011527715,-0.020065096853663925,0.3600282335609107,0.9612933812348555
481,812,3.823504195934663,-0.022452459113971077,0.3618021960322412,0.9614323952663998
482,811,3.824633490851545,-0.019991772050942262,0.3600097620162026,0.9603523607133461
483,810,3.8242415803424,-0.02256238696723809,0.3607181811465026,0.959016562128663
484,809,3.824674422708148,-0.021434290008550815,0.3617928181413483,0.9607518028174126
485,808,3.8255502731781306,-0.021406200023021505,0.3600147939571942,0.9606204911808877
486,807,3.8245646113485803,-0.020767883015908834,0.36001728909771136,0.9591769641752643
487,806,3.825201743231045,-0.020551450942426656,0.36000324795515093,0.960879709639968
488,805,3.823951089006709,-0.021066850824425946,0.3599834860886717,0.9606115846037622
489,804,3.828880198765546,-0.011661566335135376,0.35468986806615144,0.9577875874708199
490,803,3.826392841997466,-0.022181196837673143,0.3606989268208493,0.9594612333815862
491,802,3.824379993235971,-0.02032439100455702,0.3603749531686729,0.9596380848224478
492,801,3.824346062229465,-0.021432303444721645,0.36070058009123634,0.9567616412837234
493,800,3.823977029770319,-0.0225258297750178,0.3607132091259962,0.9576110711813891
494,799,3.8247186051317925,-0.022367532590564426,0.3606970047469794,0.9570895640473668
495,798,3.8218869698329234,-0.023402269521850073,0.3624785388763414,0.9592877626008107
496,797,3.8256335000353534,-0.02112777788274762,0.35999670874142575,0.9601667502094198
497,796,3.836195113318307,0.017564658906776456,0.34832644961746695,0.9625687186157704
498,795,3.8255676087654624,-0.02135431110673021,0.3589166705485304,0.9572241371048771
499,794,3.8250761866098335,-0.021420457891350532,0.35887377663594994,0.9559913076386785
500,793,3.8317296634348788,0.003704949187071066,0.3519416313286809,0.9576069963562093
501,792,3.824860087967673,-0.02400622248718388,0.3614067239324306,0.9552810337038387
502,791,3.824142007488507,-0.02059504735736101,0.35889658275613556,0.9559676563581656
503,790,3.828669274156574,-0.011898699904841676,0.3553778588740394,0.9576584301878467
504,789,3.8253447872847905,-0.020981969806483463,0.358886841420395,0.9540093287613545
505,788,3.8262533434766084,-0.02110110449986836,0.3588860923333019,0.9569330316114899
506,787,3.8281641485184195,-0.018683257092404138,0.35749490927063987,0.9548830317502266
507,786,3.8275449962540726,-0.02037533467793488,0.3581926978484807,0.9579632559040767
508,785,3.826856493478707,-0.02082513817860938,0.3589064585514114,0.9552697596092163
509,784,3.827614981276984,-0.019923159512447806,0.358204698884563,0.958548543929607
510,783,3.83290301808075,-0.012180884376542491,0.35371252780830387,0.9597518920341912
511,782,3.8268248438835144,-0.02109554306908527,0.3599911944276088,0.957894730384826
512,781,3.83584636158206,-0.02171818529983113,0.36301865640066483,0.9520964940690555
513,780,3.825136045459658,-0.020129985724906874,0.36228846949628024,0.9676211962898265
514,779,3.8263116774027126,-0.01882473500897705,0.3604848587096911,0.9676129862895619
515,778,3.8260663148241734,-0.018790224871022713,0.36045124859433897,0.96599382189111
516,777,3.827925485723159,-0.02084056864642109,0.3611853429649271,0.961583222909945
517,776,3.8273811475373805,-0.019925436333835478,0.36227703356933705,0.9655825880102167
518,775,3.839903655025245,0.007092086258896832,0.3468758987274405,0.9694063136774277
519,774,3.8258821297065153,-0.018256721317979056,0.36042372163586694,0.9633972978820755
520,773,3.827017018939651,-0.01942831580897332,0.3604241473765855,0.9627203490263024
521,772,3.8287786343518424,-0.020321191198594282,0.3611429677443576,0.9619755889778553
522,771,3.828388842754066,-0.018077461634220526,0.3597227578346462,0.9640231536219417
523,770,3.8293482883755887,-0.009953644599633136,0.35622722050763556,0.9638210674921501
524,769,3.825762413997276,-0.020786584488700563,0.36111250014453833,0.9615869682000306
525,768,3.828680050583035,-0.01601037308172762,0.3579129593328224,0.9614864784682451
526,767,3.8340004758338706,-0.004969622632356267,0.35483797566464836,0.9638620541729171
527,766,3.8275321575060284,-0.01866415611915008,0.36039650527600964,0.9620413356481091
528,765,3.835611231725184,-0.001790181241639945,0.3510353104108368,0.9621605759643771
530,764,3.832928831052596,-0.0035877817766165583,0.35304272518703805,0.9629978960487536
531,763,3.8278320544853135,-0.014554243450966134,0.3578642688768096,0.9604323315485364
532,762,3.82647803811466,-0.0183756431852303,0.35856660470797197,0.9601159516800044
533,761,3.826719383751382,-0.019388641252460717,0.35819307665064587,0.9562872241948206
534,760,3.827735250390421,-0.013812281218390383,0.35498581246418415,0.9547581116815046
535,759,3.825971940289373,-0.02100046219261871,0.3589079917711367,0.954729176104752
536,758,3.8264733616416975,-0.020102042190136324,0.35816004590819234,0.9561038054531745
537,757,3.82708347079311,-0.021363557496277445,0.3588637189090112,0.9557713210938681
538,756,3.8265180973376514,-0.01935137405082734,0.35815512851849685,0.9557977601928961
539,755,3.830581742338836,-0.008890658338032154,0.3521895017416936,0.9549794745719645
540,754,3.8279670554812593,-0.019859593010814122,0.35706870822903763,0.9545418691523411
541,753,3.8266077404436856,-0.021057718066823494,0.35885388299892584,0.9561639521349065
542,752,3.8351035154853483,0.0021218276584452746,0.3498652869174069,0.9589056594573072
543,751,3.824015750035201,-0.020789261526972202,0.35703103297200556,0.9530533615383023
544,750,3.82470765538735,-0.02068093659270942,0.35704662226266065,0.9536344036091314
545,749,3.8259273710704984,-0.021471604079817467,0.35774012000899796,0.9528222056407301
546,748,3.835990875442593,-0.0002663753068667652,0.3474035948678488,0.9549323197956505
547,747,3.825285555816922,-0.01887843487288466,0.35632743199647493,0.9545186580334288
548,746,3.8255851543684365,-0.020577200399234958,0.3559227037623032,0.9503098199710477
549,745,3.823896592831707,-0.02251931955906622,0.3566254463044749,0.9487070743329827
550,744,3.824457434069113,-0.021137094611916096,0.3566289859542527,0.9494083880332258
551,743,3.840715991787169,0.005234326372028556,0.34362763942505703,0.9523968623914152
553,742,3.8273023764292398,-0.0192565380065288,0.35525236222260737,0.9521647191939545
554,741,3.8270201720888655,-0.01893413209166731,0.35522106786028396,0.9518771146403766
555,740,3.824432589618333,-0.021883410119822165,0.3566085567335136,0.9481229705480538
556,739,3.8288256306771493,-0.01993039203148102,0.3559183079717205,0.9495047726875736
557,738,3.8288482231668906,-0.0204500344495455,0.3570350472755263,0.9529668747642426
559,737,3.8304056324754288,-0.11498184670204334,0.4041187354311967,0.7179545723293016
560,736,3.826022806281815,-0.019862396179344283,0.35482869611155404,0.9480397615936994
561,735,3.8253945970535277,-0.022543239455204457,0.35553263405584834,0.9449210387504847
562,734,3.8267976017112275,-0.019533699546906768,0.3541056993740596,0.9466246690865804
563,733,3.8279280724155735,-0.02042694659548382,0.3559125185240288,0.9474456841684699
564,732,3.830253782234793,-0.014320951603801268,0.35239832870170096,0.9514305087834726
565,731,3.827020538493132,-0.015423481100471228,0.3533873029546961,0.9474033562205482
566,730,3.8259920940665664,-0.02007969771018075,0.3548035361195811,0.9447335617193761
567,729,3.8266296191215514,-0.0222952716719592,0.35551657886015503,0.9456597920984106
568,728,3.8265825474475537,-0.0203614786794274,0.355887990317865,0.94645965004708
569,727,3.8262743452197276,-0.02053820621725644,0.3558883144201609,0.9495475483805146
570,726,3.826991252009831,-0.01867635049336333,0.3551800659237334,0.9503619378383239
571,725,3.826366458214064,-0.02049956943945789,0.35589322659442507,0.9479669891846392
572,724,3.828513443470001,-0.019190128838667917,0.3551978987021395,0.9499696281072209
573,723,3.829231485487923,-0.019213693284409746,0.35521706209534626,0.9511536817246751
574,722,3.8266598681608834,-0.018783462217441642,0.35518720378770696,0.9490177582513436
575,721,3.827845060967829,-0.019307510509546214,0.3541008813926591,0.9486091834776453
576,720,3.8260824151039126,-0.019506448292639107,0.3529841386250254,0.9469241685682036
577,719,3.8257992577552797,-0.021718000542663502,0.3554782268913494,0.944950048333667
578,718,3.827532783477844,-0.020858032819956723,0.35479123781699834,0.9456274815184659
579,717,3.826186089992523,-0.019194419830455445,0.3529762059801644,0.9450999235417543
580,716,3.8243979919387634,-0.02244232777613879,0.35436508484936863,0.9406594343334801
581,715,3.824557707970401,-0.02204593768423745,0.3543728145712698,0.9410375594828855
582,714,3.826850934114628,-0.02275883903003014,0.35619120251652625,0.9405099437136091
583,713,3.82741554942264,-0.019382070717879524,0.3540700949144889,0.9464130209860229
584,712,3.8256655196229854,-0.020513223804068285,0.3547544382146231,0.9457890090430198
585,711,3.824475779056549,-0.019435189138632267,0.3529443035912226,0.9447136164285496
586,710,3.827148598360728,-0.020327043223597324,0.35186244789042503,0.940621765911079
587,709,3.827519676728335,-0.02060163481855524,0.353659311572575,0.9419813006912581
588,708,3.8248645093493567,-0.02102680097591647,0.3536417157618221,0.9423659435857517
589,707,3.8257581161061522,-0.02072044692038075,0.352565389704809,0.939315552184382
590,706,3.825221624412767,-0.02147246026951666,0.3525223201584124,0.9396047066295066
591,705,3.8255035603789977,-0.02132473693154771,0.3525070488515883,0.9376104770021475
592,704,3.8259899319415114,-0.02224214586501064,0.35431427944757254,0.9410663325601542
593,703,3.8274255310127394,-0.021033291969220165,0.35362470981084004,0.9419171316414339
594,702,3.8254991700510703,-0.020744438497428942,0.3536166972798671,0.9415315591295298
596,701,3.827079314304643,-0.020277178787916662,0.35181599308267597,0.9414803413259996
597,700,3.8250963759709555,-0.02234368206495765,0.3543127154954409,0.9394780789163532
598,699,3.8263552160205725,-0.020660054831514098,0.35361148705804746,0.9423806876985568
599,698,3.8261182355976295,-0.021224779130590943,0.35361461708223213,0.9424340862427929
600,697,3.8259955259984384,-0.020380216795075796,0.35360186149194167,0.9416020864623194
601,696,3.8259854612942927,-0.020891930842291535,0.35360930612092195,0.9421234091718783
602,695,3.8269869813919066,-0.018959408495924434,0.35290008057162797,0.9424736124685688
603,694,3.826044549445112,-0.020580358422122885,0.3536048974055755,0.9416737336855706
604,693,3.827560729291066,-0.019754319399093598,0.3518105887473275,0.9413373403908654
605,692,3.8250292731869604,-0.020203002254880455,0.3507082597258635,0.9397354268806302
606,691,3.824794248619465,-0.021850468503661697,0.3513986907701866,0.9374591849850327
607,690,3.8252301500301167,-0.02351689024791921,0.35390378431775416,0.9339491107856922
609,689,3.836738888389808,-0.04503213147175054,0.36720122086789664,0.8875816508541111
610,688,3.8252206129466226,-0.019966916772460253,0.3547315706940067,0.9445884452110225
611,687,3.824844378029894,-0.021162032041132248,0.3536255237383303,0.9448145181044073
612,686,3.8260794918781795,-0.020831239570606355,0.35254004444516146,0.9399072813611504
613,685,3.8294051909446716,-0.0198238756727078,0.35293710766250774,0.94264817820033
614,684,3.8296753685787857,-0.015397420665179658,0.35153375260780473,0.9456764476405767
615,683,3.8261320990716627,-0.016449503336281156,0.3521957240486955,0.9441053835926534
616,682,3.8279069616703807,-0.017880787916342917,0.3511210433903484,0.9431824870980405
617,681,3.8266495641328437,-0.02148477048931692,0.3525149564242832,0.938818413623232
618,680,3.8283241139146273,-0.020717031758510505,0.3536179774044287,0.9427692000659725
619,679,3.827938843727112,-0.02045225138537353,0.3529256000795961,0.9443659745950596
620,678,3.827581420362708,-0.013576797717605695,0.35148691692505385,0.9413386185056856
621,677,3.827355735526534,-0.01780794349967741,0.3510966965227222,0.9424222376874266
622,676,3.8268334034210696,-0.01620608791182861,0.351080029221105,0.9378428742726843
623,675,3.8284627316232194,-0.02028717781049162,0.3535816449182451,0.9405893797747258
625,674,3.826662298665947,-0.019180511634742624,0.3517993515652544,0.9411344656029731
626,673,3.828039366954289,-0.019188903285444845,0.34997917225542513,0.9369495390625027
627,672,3.824477792990328,-0.021482576634217466,0.3513713562859043,0.9370286085425357
628,671,3.8262767228213224,-0.021946077366274866,0.35136598955052034,0.933326335556569
629,670,3.826589572790897,-0.021730140327932218,0.3513802321884165,0.9356055266630298
630,669,3.8278728097497337,-0.01920229999310575,0.3499687269179158,0.9377949658421563
631,668,3.8271315645787025,-0.019797395088913147,0.35067069149577046,0.9360123092807441
632,667,3.824393691438617,-0.021556010126898235,0.3513592819513466,0.9360389441216893
633,666,3.8326097302597986,-0.003981979511989277,0.34579665667058607,0.9356554349305197
634,665,3.8271674951238017,-0.019378727609481786,0.35067653897643536,0.9354115152767587
635,664,3.8272120282353166,-0.015610472289281972,0.34926280929186715,0.9375169893445421
636,663,3.8303244964393204,-0.008221331044608347,0.34605097605343416,0.9340779888455072
637,662,3.8265054404856467,-0.01896365739664433,0.3477399005603548,0.9325173866601932
638,661,3.828089628625013,-0.019200804648458532,0.3495482811085274,0.9305285209078427
639,660,3.8262305746174823,-0.02112231858173442,0.3513578967285545,0.9338070033695034
640,659,3.8270475106683337,-0.020811223699866797,0.3495631138343415,0.9335416704723423
641,658,3.826847802772213,-0.020907025668604643,0.34955658777185966,0.9357394530111155
642,657,3.8235117010089383,-0.022031904072448604,0.34914660214542126,0.9286356162910773
643,656,3.8267048962459604,-0.022366961530226985,0.3502349474656116,0.9303649499355234
645,655,3.826663581898035,-0.017138155750177006,0.34993364770342045,0.936067108664458
646,654,3.826880917375387,-0.02082251589358803,0.34955878318119254,0.9342743866920938
647,653,3.827436179825754,-0.018539074862568707,0.3488371383817477,0.9350659558306077
648,652,3.8270799637802186,-0.021830872240600235,0.35064312070791875,0.9343786584612197
649,651,3.826295817090619,-0.02055527815830447,0.35063956348297326,0.9354123933646106
650,650,3.828903430904181,-0.0130906078841615,0.3474454392036956,0.9336195872618849
651,649,3.832377019280683,-0.008791505224921902,0.34466112434542234,0.9356163667601992
652,648,3.826799345979787,-0.0177345831037118,0.34882882315745534,0.9313614696697198
653,647,3.826073590077852,-0.02208469724831707,0.3495215888497007,0.9314683018647526
654,646,3.827531839189259,-0.020132961017180984,0.349551634477825,0.9331404541620933
655,645,3.82742146048883,-0.018431105949643135,0.3488457246051184,0.9332386299238076
656,644,3.826326408849554,-0.020197800095739817,0.3495302725844106,0.9320310138906249
657,643,3.827262047345076,-0.020158175437896213,0.3484440193634689,0.9296203074530023
658,642,3.828479703043548,-0.012198112777132593,0.34740947755595913,0.9309369954879552
662,641,3.8247685667494653,-0.02094927319933115,0.35259299705404035,0.9409350084833583
663,640,3.82763425078258,-0.01969144623449594,0.35187200984569755,0.942023219502434
664,639,3.827565289405455,-0.019324324796458774,0.35188130955456853,0.9425114390034218
665,638,3.825531294923985,-0.018483377113751226,0.3511458262388649,0.9435187511155237
666,637,3.825884296048072,-0.01957318676801562,0.35073677369045864,0.9394092937873805
667,636,3.8261978491388184,-0.018249704483061596,0.3489390292887166,0.9366233308639316
