cycle_number,rul,voltage,current,capacity,charge_capacity
7,539,3.8565809701283773,-0.01015079974445204,0.19230704049413444,0.7371478740532734
8,538,3.8575236045103023,-0.012795169262544197,0.19276401223660308,0.7328771658705472
9,537,3.8601490220715924,-0.011208069162763736,0.19079145850670196,0.7296115281193883
10,536,3.859329504992372,-0.011320259538792093,0.19073808048493318,0.7281858877062211
11,535,3.8617658467702967,-0.015489324745196369,0.19377754945554826,0.7275410883605711
12,534,3.860750030517578,-0.011175090103720624,0.19225709045461986,0.7326347024282219
13,533,3.8599132773081464,-0.01099345286625127,0.19225589664868342,0.7335209137161677
14,532,3.8604012245827533,-0.009451186937091753,0.19173431777248426,0.7343172014390237
15,531,3.860183422869824,-0.009593419341786586,0.1917259051945293,0.7342441015852686
17,530,3.859277311157673,-0.009411304197125533,0.19171304493399968,0.7350178565589232
18,529,3.859660705353351,-0.00954008116922465,0.19170551248727388,0.7338916181193089
19,528,3.8594562848831746,-0.00915855630746785,0.19169462774627796,0.733785100466976
20,527,3.85935666142626,-0.009269072682884067,0.19168289255870805,0.7334603069324743
21,526,3.859283766847976,-0.009233997389798033,0.19167827840561882,0.7332105883157748
22,525,3.8622579148610434,-0.006333547672256828,0.18924416748421452,0.7320170237576697
23,524,3.861346100740892,-0.007992852128728387,0.18974041419723453,0.7310671244893187
24,523,3.861196082543562,-0.007819425573019699,0.18972898884291683,0.7309355842147554
25,522,3.860965844781641,-0.007932949283304699,0.18972641219231978,0.730674108585762
26,521,3.8609012409964985,-0.00792038955421929,0.18971027764179782,0.73039431340085
27,520,3.8615940959459976,-0.004966962160592545,0.18721506724135106,0.729145714857189
28,519,3.8608131914035133,-0.008024334510201183,0.18667101069042885,0.7206892340497915
29,518,3.861315753941979,-0.01133685620836252,0.18765055588138468,0.7154404729697507
30,517,3.8638370541425853,-0.009634890504038105,0.18568975478192107,0.7123603581863687
31,516,3.863490017560812,-0.00953214463060159,0.185653696584979,0.7113200573764503
32,515,3.8660128732303995,-0.013658325533909662,0.1887178531089024,0.7107437154798311
33,514,3.8619447264891007,-0.010814134475111275,0.189136269570338,0.7191012315267643
34,513,3.863673577140663,-0.006161694137283618,0.18616181150552583,0.7200849796292313
35,512,3.862052926625291,-0.0077994005199623845,0.18512036282103123,0.7137480814723693
36,511,3.8617247382580246,-0.012185377741582404,0.1866106967647615,0.7077542793088613
37,510,3.8654893917390183,-0.009792702277694052,0.18415536200870564,0.7055643890113856
38,509,3.864717665801748,-0.00952244602070239,0.18413005280112807,0.7050818369747857
39,508,3.8669726597635368,-0.013879105250720048,0.1871991802972031,0.7047538920231677
40,507,3.862732666437743,-0.010967610971340554,0.18762052889177253,0.7133815348824772
41,506,3.86284755491106,-0.009573683383422892,0.18711688977318577,0.7150790994656235
42,505,3.8622542051572775,-0.006531160964294447,0.18309900660910317,0.7101247799142085
43,504,3.864436231719123,-0.011157274934359723,0.18461286443866287,0.702846772822047
44,503,3.863756513595581,-0.010941973108048033,0.18459601581077464,0.702520616729592
45,502,3.8628645341708467,-0.01255863715575432,0.18508527154360058,0.7012469918625028
46,501,3.866171907913718,-0.012849019977204439,0.18513995046768766,0.7002711637122749
47,500,3.8636214041578176,-0.012790778937404821,0.18662728252811034,0.7062141741596936
48,499,3.86427987407852,-0.009313252824870357,0.18562099715918282,0.7096366773028001
61,498,3.857351928621858,-0.009620001247910025,0.18564051047229466,0.713172918173733
63,497,3.8610958501327137,-0.011447642627749438,0.186166023913015,0.7100423595485768
64,496,3.8596771826704455,-0.009959365796862773,0.18414389183141702,0.7067828190369752
65,495,3.8617306727936813,-0.014065734045085753,0.18566237597086646,0.7012776653738315
66,494,3.860926201889635,-0.014756126035337842,0.18563439991005296,0.7007513654993968
67,493,3.8643719669149705,-0.011225899274810543,0.18315612090808087,0.6991662942137155
68,492,3.8618384499228404,-0.012982339106416434,0.18361389191463773,0.6971775653869249
69,491,3.866278760218888,-0.013172655350010675,0.18365095058072303,0.6959169258696141
70,490,3.864815288565072,-0.011440988044392746,0.18312875313485596,0.6979539013626748
71,489,3.861150077077187,-0.01081394930911467,0.1830532508809882,0.6975996745396389
72,488,3.8648577074153567,-0.013083122442107088,0.18212671980480294,0.6914412353620064
73,487,3.86507911992816,-0.01303142779335253,0.18212752979466626,0.6911867341622581
74,486,3.864771801081325,-0.01322182409053737,0.18211165854879255,0.6909386485719181
75,485,3.862595706755987,-0.013060091655350504,0.1820561275867409,0.6902400533831025
76,484,3.867592829194936,-0.014059467082750582,0.18264128804064203,0.6884528959448583
77,483,3.865971262845616,-0.011173712235012507,0.1816040240243828,0.6920666915682055
78,482,3.865633198096927,-0.011499329399722655,0.18159559709576836,0.6917895914659004
79,481,3.864631218545498,-0.013160919366937352,0.18209501202893405,0.6907150270100307
80,480,3.864666135047718,-0.013058044542703599,0.18208546914138854,0.6902769970659608
82,479,3.864390873639597,-0.011048671518489298,0.1815593524642433,0.6927232836723031
83,478,3.8639917664082124,-0.012596379550999669,0.18205505765893046,0.6896839189546967
84,477,3.863139383494854,-0.014639470337318595,0.18255529366148615,0.6882596001244177
85,476,3.863186828792095,-0.014661539964766813,0.1825467418405137,0.6877869913554101
86,475,3.863114957782355,-0.014754443532596766,0.182529141182001,0.6874026236914866
87,474,3.866478471674471,-0.01171566715511756,0.18007671722022495,0.6860218622213199
88,473,3.866479398178579,-0.011450577529937963,0.18006800021214658,0.6856846458186252
89,472,3.8667117754618325,-0.011509257498093776,0.18006391258438378,0.6854542845291977
91,471,3.8649608070014887,-0.011365131827594016,0.1800381196483298,0.6869659254667868
92,470,3.865321617126465,-0.012977084226773253,0.18054475150049595,0.6839037371964486
98,469,3.7445201449198264,-0.8116733105813332,0.43286545366595713,0.05821117288902227
99,468,3.864372260911124,-0.013141753712802061,0.18055053537188423,0.6840327549275454
100,467,3.8636661645344326,-0.013317264900210181,0.18053556096468812,0.6836489775837891
101,466,3.8655152035574627,-0.015950919509045463,0.18305812366638982,0.6846815289579538
103,465,3.863721222362735,-0.010231471001712966,0.17953584764820107,0.6881703043518322
104,464,3.8647772916432084,-0.01183449441263313,0.1785553323290847,0.6814327620404279
105,463,3.866828544386502,-0.011597749784163296,0.1785547083433456,0.6797934373025651
106,462,3.8665587484151467,-0.011861490126533284,0.17854776411673362,0.6798196903440723
107,461,3.8649285155689337,-0.0132862693406722,0.17903462006436033,0.6783939092055137
108,460,3.8656369842782143,-0.01786399954293857,0.1820717583123102,0.6776315333950722
109,459,3.865346621785845,-0.013192342255996274,0.18054823515580345,0.6833264627067642
110,458,3.865557240624713,-0.011266816309268488,0.18003642473269202,0.6848658099300731
111,457,3.8607586642791487,-0.011323627496630639,0.17846840313177756,0.6809985579468222
113,456,3.862324811819661,-0.014741211706325627,0.17947329769063983,0.6767939247454735
114,455,3.8654501659925593,-0.01342910269091209,0.17752881344815744,0.6727243924678754
115,454,3.863835992340444,-0.01520796940538424,0.17800148596439958,0.6708639551670476
116,453,3.8700049151544986,-0.016648679927153433,0.18008371826368558,0.6726507351628161
117,452,3.8637166877189135,-0.014858152029867734,0.18098405907493278,0.6803819711309784
118,451,3.86500702164639,-0.006932452573285748,0.17549983341664194,0.6792919419515453
119,450,3.864335716292045,-0.01488402275688968,0.17799629012488208,0.6709153577774932
120,449,3.8653838620589007,-0.015224826280855771,0.17798818191342952,0.6695456070135637
121,448,3.866022572920552,-0.014590626558066283,0.17799716595389728,0.6693906514075364
123,447,3.8673342215387443,-0.0217237761465435,0.1815717681022576,0.6667797921415228
124,446,3.866024392482527,-0.013340940713742882,0.17898562329594625,0.6761464580715325
125,445,3.865567811284354,-0.01333937546579162,0.17899690684027847,0.6768925694889852
127,444,3.8663015194813637,-0.009913213633769392,0.17800389154302804,0.6814959818015711
128,443,3.8673980809897612,-0.009942721989790357,0.17802437273845326,0.6802179951573564
129,442,3.863785228048052,-0.012680265037675522,0.18046097038134096,0.6815924513268024
130,441,3.863658278329032,-0.01314227053463193,0.18046992533366535,0.6817992390231015
131,440,3.8637203686577934,-0.012998765021496054,0.18048128063618143,0.6822949745631823
132,439,3.8643458759003555,-0.011631766116933796,0.17996714874917086,0.6830676858232498
133,438,3.8643546586702353,-0.011393441506223673,0.17997084554570436,0.6832107801935172
134,437,3.864170776812779,-0.011358957224926166,0.17997530241689097,0.6834044134838638
135,436,3.8642253040248513,-0.011165413303046018,0.17998190105542491,0.6835693183100863
136,435,3.8641181189110476,-0.011300789419842878,0.1799873916920728,0.6836363668929627
137,434,3.863972113003418,-0.011407855503125768,0.17998455085734194,0.6837974938372795
138,433,3.863888039548173,-0.011479402642545855,0.1799830889740982,0.683879317008188
139,432,3.8639582623104083,-0.011540657241677498,0.17998724991204842,0.6838850607332574
140,431,3.864205923080444,-0.008443238325417041,0.17746743115335614,0.6829698499804846
145,430,3.866788944540835,-0.01816967672148113,0.17905769368693475,0.6659268178862571
146,429,3.8654011880731307,-0.014649310638465935,0.1795055398238024,0.6747444881461158
147,428,3.865759113739277,-0.01160657625369749,0.17848805842569443,0.6780519610729026
148,427,3.8695033799047054,-0.016810504803636477,0.18001889593094067,0.6736129748050765
149,426,3.864734892223192,-0.016463297872763613,0.18005423780187402,0.6741813056385983
152,425,3.859970174772891,-0.010099603765243072,0.17648800770680872,0.6781858446958753
153,424,3.864653419127617,-0.014337263899887898,0.17801241248640645,0.6707761026194228
154,423,3.8664480231658755,-0.015831317855058816,0.17858276699014142,0.6671209388477616
155,422,3.865969626618544,-0.014467369661185859,0.1780315756028842,0.6688356006372843
156,421,3.8627691401764097,-0.017783432861119563,0.17903991747420045,0.666131237337856
157,420,3.8688593236512916,-0.017688036006929482,0.18058695263270014,0.6692111218273226
158,419,3.8667407963392715,-0.013053529432529224,0.17905416402376406,0.6755768009238207
159,418,3.862707707234201,-0.009990469694562859,0.17650024350609259,0.6751003763082737
160,417,3.862700657411055,-0.017963574706956396,0.17902962985748871,0.6659482775389505
161,416,3.864537216701116,-0.017844891264390123,0.17904117166299927,0.6653569174873448
162,415,3.86412920350553,-0.017844363702925418,0.17904140922027953,0.6655851737111614
163,414,3.8647390267428228,-0.01504157297552892,0.17653333782391176,0.6646829483419929
164,413,3.868299429556903,-0.019332014346796583,0.17962218485552814,0.6628635045705975
165,412,3.8649764890256137,-0.01642087927506562,0.18003203968230688,0.6715141137387064
166,411,3.864940012810547,-0.014882202511868638,0.17953384947375944,0.6736826676983477
167,410,3.8618842600381864,-0.01166000384129366,0.17549111190670624,0.6687643669393426
168,409,3.8663655987179735,-0.016190114094543333,0.17704251352719907,0.6611774363875861
169,408,3.8656710284297797,-0.01694584420022272,0.1770463632116918,0.6616334754209731
170,407,3.865589231164758,-0.01639530347429414,0.17704400716657676,0.6612215347877595
172,406,3.8642109409410352,-0.021225608053020806,0.18154711621394976,0.6652592164395579
173,405,3.8637454641038094,-0.016083622906033112,0.17999795369080995,0.6713017898762039
174,404,3.8638878891433497,-0.016201453840198075,0.18002340875337589,0.6717470305050244
175,403,3.8644689879665486,-0.014757925190295314,0.17950356976257933,0.6728504537738424
176,402,3.864331199254604,-0.014409111305328376,0.17950706992355336,0.6730604252904472
177,401,3.8648256497576057,-0.01479917735728096,0.17952281374039172,0.6735474413800806
178,400,3.86453272634848,-0.014381960311613848,0.1795306098788037,0.674037821941237
179,399,3.8652219937239325,-0.01310664156427666,0.17901518157566,0.6749884879149783
180,398,3.8649322478159704,-0.013239409422947454,0.17901911007265628,0.675157135220999
181,397,3.865176197431273,-0.013201400917426009,0.17902722146293756,0.6752892160068827
