cycle_number,rul,voltage,current,capacity,charge_capacity
7,580,3.821883892883425,-0.05876998250428385,0.25405222227166074,0.8882584493743636
8,579,3.822610132051099,-0.06102182053844603,0.2545181607812407,0.8852347568745393
9,578,3.8236467113233594,-0.05959918203278068,0.25232598297508446,0.8809523168213098
10,577,3.8238689532646766,-0.061493325523810156,0.251548260534854,0.878389132670551
11,576,3.825233816126062,-0.06095504812609654,0.2545454947052655,0.8830844365033085
12,575,3.8226257497849674,-0.059212479044617794,0.25431807661636596,0.8847591207963023
13,574,3.8208589508233826,-0.057520459287754094,0.2503037303187443,0.8818378608470541
14,573,3.8218633951721612,-0.06182248423427374,0.2526479082547073,0.8768564536290546
15,572,3.823515941808512,-0.061538211490367575,0.251539611260473,0.8771535492138812
16,571,3.82442752564151,-0.06025808104873475,0.25015861549351204,0.8729472432051711
17,570,3.8246679614726506,-0.0637344757705358,0.2532451130944137,0.8744754721608792
20,569,3.8196499492582037,-0.05893617810778582,0.2503010709558107,0.8735735099883883
21,568,3.8221180147594875,-0.06298122219058212,0.25109419357777946,0.8681537420592
22,567,3.8229023241270284,-0.06258264759899222,0.25089398776468025,0.8691589449014496
23,566,3.824424871163116,-0.059465085576686616,0.24843813104280604,0.866928593511379
24,565,3.824423061439918,-0.06498145999614387,0.2524341223022112,0.8657732392180257
25,564,3.824643455816237,-0.059080607401252434,0.25028583032889623,0.8717625702976637
26,563,3.821628829336035,-0.06265976288773283,0.2525581586074876,0.8722620129045258
27,562,3.8250040981723585,-0.05716216899986961,0.24941753302375338,0.8738529868169097
28,561,3.8245016595877237,-0.05726969036661388,0.24988117176994412,0.8735048858023399
29,560,3.8245306356550905,-0.05731669893257702,0.24976199218104986,0.8732502714191177
30,559,3.8229690881875844,-0.060997095727313766,0.2512283532699676,0.8741775453516463
31,558,3.8211809534292955,-0.060610084897724355,0.2527783812225419,0.8736821145765936
32,557,3.8238209009827333,-0.05737821231551273,0.2500502232442814,0.8725657257985617
33,556,3.8239595528804893,-0.05737571193809049,0.249931858849439,0.8724552275588154
34,555,3.823916307165603,-0.05735420563920323,0.24987331424872677,0.872233897988833
35,554,3.8238837679555595,-0.05733720132173167,0.2498773312032097,0.8720553776198279
36,553,3.822320437038338,-0.061044972934753756,0.2513494673028367,0.8731464905710357
37,552,3.8236037968932433,-0.05778029057454317,0.24997030476082596,0.8719619390489644
38,551,3.823717925174177,-0.057566747621409585,0.24977745893260211,0.871811633306812
39,550,3.823580615119829,-0.05729369456969912,0.24989856412277953,0.8716590792238782
40,549,3.8201153801547156,-0.05790628073474283,0.2477525284875998,0.8667740673613502
42,548,3.824809436370679,-0.05818643179727511,0.24606616561720604,0.8613368353020098
43,547,3.8249612972977456,-0.06025634446869548,0.24648695350274508,0.858460492713284
44,546,3.8220492433965876,-0.06601909517158173,0.24999770118972675,0.8569769635172698
45,545,3.8251104721143925,-0.06166696365075264,0.24895352120692496,0.8603331717244612
46,544,3.8239551513639998,-0.05991260702664215,0.24883905927025754,0.8627888289419272
52,543,3.8260161395834276,-0.05871935004462339,0.24622203806897894,0.8594383598610137
61,542,3.8229545064333106,-0.06503293282174341,0.24918904969327513,0.8604333448660785
62,541,3.820376096987257,-0.06381506492326386,0.24948482094730728,0.861048616521115
63,540,3.819273652816687,-0.059554813856895525,0.24924035340074566,0.8607288217119642
64,539,3.820797579436652,-0.06448150163084448,0.24769840040884844,0.8553338452835954
65,538,3.820215939800057,-0.06656781487116094,0.2482670282335777,0.8520930784585342
66,537,3.821662338191997,-0.06671437933014061,0.24629211610215426,0.8524075196527678
67,536,3.820772593517249,-0.0650703797239261,0.24542221531560382,0.8481503778536283
68,535,3.824184234689383,-0.06836208868006682,0.24515553422417832,0.8504655768089647
69,534,3.822230926606051,-0.06461421661177601,0.2455951165119653,0.8472666103097068
71,533,3.822557939840934,-0.06339141145584715,0.24331464674837447,0.8443637995392791
72,532,3.8212525865009854,-0.06334065317508898,0.24646903982681254,0.8451939184820968
73,531,3.822213864326477,-0.06708237325905689,0.24483176780074817,0.8449274815232879
74,530,3.8219148742741553,-0.06547065786343274,0.24349545583496993,0.8409053647706868
75,529,3.824454405527005,-0.0658170398686937,0.24387281014925413,0.8404042097048341
76,528,3.8237343449305667,-0.06356462821688631,0.24331177258729197,0.8431736778545245
77,527,3.8221949189049855,-0.06725353940340158,0.2446700745136926,0.8444203000277389
78,526,3.8229723531624367,-0.06551552289848828,0.24364899960674538,0.840051381919649
79,525,3.8231746348841438,-0.06560890070392199,0.2435373824565856,0.8400024100903956
80,524,3.8231523194532286,-0.06585772873118055,0.24362779427086992,0.8399475217724894
81,523,3.822716127866986,-0.06600535830938466,0.24343805286015963,0.840067347907669
82,522,3.8224119907137992,-0.06542840730985151,0.24390111184933674,0.8398255767022769
83,521,3.821375368651464,-0.0681687557579757,0.24449377702234917,0.8370699872505805
84,520,3.8211487095362857,-0.06798931148177635,0.2445736791757012,0.8369860460154169
85,519,3.8218678424956134,-0.06812009973291634,0.24397216814498,0.8371502975137852
86,518,3.822086113674153,-0.06736256794711966,0.24377698121090857,0.8366938132301783
87,517,3.824798989847216,-0.06438072553156664,0.24152063826991976,0.8357427056245184
88,516,3.8221341546742993,-0.06824199624585393,0.24337559541457138,0.83705855303114
89,515,3.8234522702037426,-0.06619993292547735,0.24192419091127243,0.8325436012660817
90,514,3.8227233257846556,-0.06646513179099808,0.24159568100797532,0.8327103177866346
91,513,3.8233991190573913,-0.06437168398525148,0.23927711240466698,0.8294789025425199
92,512,3.8231199228169284,-0.06924788139621718,0.240117080277399,0.8245698588646411
93,511,3.8221166630294667,-0.06937777692956654,0.24079756166630548,0.8245773062169189
95,510,3.675578541057125,-0.9481012123072621,0.5222274252019773,0.15671965863271872
96,509,3.8244000500024753,-0.06835689784692964,0.24146624569553485,0.8295777268450639
97,508,3.822245921506438,-0.06887670402804445,0.24201794488681513,0.8290801486932191
98,507,3.824819094872888,-0.07051622734514114,0.24369204357179336,0.8319448383934576
100,506,3.820581573282363,-0.06487391576641294,0.24076064809326217,0.8326597532693784
101,505,3.8249523694964425,-0.0684793945699694,0.23977463339994334,0.8300947606101571
102,504,3.8223094198592875,-0.0689041476819744,0.24255453588261405,0.8282406733452318
103,503,3.823570857590211,-0.06549900997265136,0.23940582114639705,0.8270902196443704
104,502,3.822360640380815,-0.06775572053715893,0.2402866534074781,0.8246822152532958
105,501,3.8247412875078726,-0.06711076918982671,0.24218545163483204,0.8296444439924981
106,500,3.8239753328995896,-0.06470077596269205,0.24144346290520768,0.8319627776289433
