cycle_number,rul,voltage,current,capacity,charge_capacity
7,488,3.853992696822159,-0.010030016703335592,0.19536526446733868,0.7481370715840242
8,487,3.8577407280813736,-0.009709591128871688,0.193391801661084,0.7439589035367566
9,486,3.8581719423661447,-0.00962030966521983,0.19336199872808038,0.7427344881649444
10,485,3.855450041414256,-0.011505145783496302,0.19434401898859738,0.7398473055981257
11,484,3.8618674587320396,-0.011190707914932525,0.19389558818946612,0.7402256816591156
12,483,3.8568988540979823,-0.010927220684487808,0.1953302078552253,0.7448449441488397
13,482,3.8562420315629855,-0.011182199544707202,0.1953344215204569,0.7452511962324654
14,481,3.85688678943674,-0.009517002246180776,0.1948231062476755,0.7460642465427872
15,480,3.856529768224786,-0.009457949363022826,0.19481778198588076,0.7460859527031499
16,479,3.856317339143204,-0.009539386654849876,0.19480823594326147,0.7459090836699457
17,478,3.856266451131611,-0.009424136259092667,0.19480931581481103,0.7459075340641067
18,477,3.8589534734490663,-0.006589237372355787,0.19236905237234153,0.7447794385690475
19,476,3.8587795918382057,-0.006575867139254305,0.19235936769712422,0.7445828285251747
20,475,3.858663542064156,-0.00661931860324373,0.19235402113466368,0.7442825504057665
21,474,3.8585266503762075,-0.006541487739071265,0.19234457753181122,0.7440675263322042
22,473,3.8577310756633154,-0.008027538683152096,0.1928429489265436,0.7431642914593014
23,472,3.8576837665156316,-0.007930832902409172,0.19284202152694696,0.7430071168873696
24,471,3.857186768556896,-0.007963865874855975,0.19283032729530622,0.7428641809589356
25,470,3.8562047733165974,-0.008501413822922632,0.19333582489670503,0.741505805023283
26,469,3.8571479722073203,-0.008213291448153446,0.19282036003329256,0.7421980031826437
27,468,3.8526011348086895,-0.007156846789259955,0.1912650105483653,0.7381418821207364
28,467,3.8591864803895595,-0.008194052156975759,0.18979767798079866,0.7322200450330786
29,466,3.8587372827146393,-0.009534399250248227,0.19027900430887526,0.7301201505800231
30,465,3.859190196837561,-0.009792896784669108,0.19025624940586958,0.7291277031168883
31,464,3.857963915153216,-0.010873640212965803,0.19074137124932025,0.727659643602531
32,463,3.8596152194681013,-0.012435198959413253,0.19277571429720036,0.7298838145085177
33,462,3.858231784815484,-0.009755268494119902,0.19176852312633946,0.7339892347845542
34,461,3.854369309496752,-0.008319065558378906,0.18971871020701242,0.7314986257718381
35,460,3.859858255823346,-0.00819278183677786,0.18825535613852712,0.7257228275453539
36,459,3.8606561789641507,-0.00989456359510203,0.18875615288654626,0.7235826833049535
37,458,3.860085334648957,-0.009798685310178789,0.18874087801637837,0.7234822061990624
38,457,3.860383875001737,-0.011289546708316103,0.18925781953923104,0.7222005721934842
39,456,3.860686089402886,-0.011172446485845715,0.19076871055178096,0.7259909146814332
40,455,3.85916109954384,-0.009729981048756102,0.19026615882131126,0.728941826769614
41,454,3.855175471370111,-0.008325669752491006,0.18821392118764105,0.7263199796392436
42,453,3.8589858310978586,-0.011113047043980303,0.1892105447485789,0.7214868210823753
43,452,3.859193449744041,-0.010944435481989421,0.18920456183718962,0.7210703856139776
44,451,3.862376393183418,-0.008313102080058383,0.18676061784478182,0.7198277687409993
45,450,3.861138549747519,-0.009624132515474957,0.18725704284862327,0.7185826477617343
46,449,3.863383462622359,-0.009551369188065527,0.1887712890622522,0.721824265772846
47,448,3.861273223177763,-0.007947603232058448,0.18827963390402094,0.7251948176406414
48,447,3.8579464016891105,-0.006855847850015392,0.18624716412874845,0.7227883943836095
49,446,3.861373782482719,-0.009722779464867659,0.18724801924699777,0.7185038602666649
50,445,3.8611217811906693,-0.010060848766988288,0.1872313582717119,0.7179205071093269
51,444,3.8610419083681027,-0.009948324306397914,0.1872163311981547,0.7175805116936405
61,443,3.855948477822381,-0.010116312471006028,0.18878782498715738,0.7259060822293454
62,442,3.8574910992882003,-0.012835499520482296,0.19126007907549727,0.7255022058751015
63,441,3.8590390753101658,-0.009720507273655006,0.18879294382842327,0.7249648482341997
64,440,3.8545229383136914,-0.011871479493730358,0.1897427776737241,0.7217019687792348
65,439,3.8610542535132217,-0.009944851351305538,0.18728064635547498,0.719100532312361
66,438,3.8606491101860025,-0.010103476846943373,0.1872566941936912,0.7185336614378817
67,437,3.8599466039834778,-0.011281322269278065,0.18775241904245013,0.717331784287095
68,436,3.858042109502505,-0.012887285996112042,0.18822158509237946,0.7158125609335102
69,435,3.8603430029464096,-0.012351484803765158,0.1882421588315128,0.7152314286161698
70,434,3.8603015336834017,-0.011321089344626849,0.18772544639653488,0.7162618344646451
71,433,3.860191141511058,-0.009718090691451804,0.18573569401067241,0.7139437676480673
72,432,3.8619276800759894,-0.011322078190743282,0.18623383581513203,0.7116611910336658
73,431,3.8613931232904273,-0.011475936521935732,0.18622368204969503,0.7114200996665639
74,430,3.861362326572092,-0.011479945563236265,0.18621699692046118,0.7111706938608067
75,429,3.8603761979888156,-0.013049510422457609,0.18670799536452784,0.70966060121112
76,428,3.86254478157716,-0.011364177854031904,0.18622416475333348,0.7105613905984809
77,427,3.8613029820203124,-0.011439352854717517,0.186215346336617,0.7111498369453895
78,426,3.8612717537840537,-0.011434841937904719,0.18620609261632884,0.7108194163683279
79,425,3.8615707142622346,-0.011310552612189832,0.1862005861817547,0.7105091933332383
80,424,3.8615907926533177,-0.011434341194114543,0.18619423093933407,0.7102546329768927
83,423,3.8606818733793316,-0.011480950099182284,0.18617256245477384,0.7107564096256807
84,422,3.860262089671351,-0.013032425475846758,0.18668232861511255,0.7086830386849692
85,421,3.8604643318534557,-0.012898746647208591,0.18667038141963843,0.7083960546211915
86,420,3.86046075162308,-0.012954026172423186,0.18667099174779678,0.7080381502346335
88,419,3.8597381358647214,-0.012474593957992225,0.18665181926429605,0.7086925720813962
89,418,3.8608531536976933,-0.012774114289098465,0.18666173902175182,0.7075231313277079
90,417,3.862295495139228,-0.011213931882027989,0.18471278610760777,0.7058210295232125
91,416,3.862468719482422,-0.011340773943205325,0.18470190471397588,0.7053044214809394
92,415,3.862447124057346,-0.011302872512048149,0.18468163320173897,0.7050751203339946
93,414,3.8624183518926523,-0.010100272626878808,0.1826757571067865,0.7019272844334357
94,413,3.8626890992850402,-0.01330806367883944,0.1836855728363639,0.6982838744679211
95,412,3.8626058369540095,-0.012767914775456498,0.18366819210221616,0.6978683868146852
97,411,3.7570508780417504,-0.7682374065159631,0.43170503760238893,0.08883523287810907
98,410,3.8607659107463275,-0.01297171293899889,0.18518340817067436,0.7035336564581447
